"Activity";"Time used hours,minutes Men 1979";"Time used hours,minutes Men 1987";"Time used hours,minutes Men 1999";"Time used hours,minutes Men 2009";"Time used hours,minutes Women 1979";"Time used hours,minutes Women 1987";"Time used hours,minutes Women 1999";"Time used hours,minutes Women 2009"
"02     Travel to and from work";0.18;0.20;0.19;0.15;0.14;0.15;0.16;0.15
